side,image,arm,rho_bar,nu,seed,PSNR_rad,lam_tv,runtime_s
16,s4_16_microtexture,RQL,0.03,500,1,15.7369,0.605999,0.08
16,s4_16_microtexture,EXACT-TV,0.03,500,1,15.737,0.605981,0.19
16,s4_16_microtexture,RQL,0.03,500,2,15.7644,0.614079,0.07
16,s4_16_microtexture,EXACT-TV,0.03,500,2,15.7643,0.614061,0.14
16,s4_16_microtexture,RQL,0.03,2000,0,15.7586,1.228118,0.08
16,s4_16_microtexture,EXACT-TV,0.03,2000,0,15.7586,1.228109,0.22
16,s4_16_microtexture,RQL,0.03,2000,1,15.7505,1.211958,0.07
16,s4_16_microtexture,EXACT-TV,0.03,2000,1,15.7505,1.211949,0.13
16,s4_16_microtexture,RQL,0.03,2000,2,15.7516,1.228118,0.06
16,s4_16_microtexture,EXACT-TV,0.03,2000,2,15.7516,1.228109,0.15
16,s4_16_microtexture,RQL,0.1,20,0,15.7463,0.217724,0.07
16,s4_16_microtexture,EXACT-TV,0.1,20,0,15.7533,0.217199,0.17
16,s4_16_microtexture,RQL,0.1,20,1,15.7356,0.214859,0.07
16,s4_16_microtexture,EXACT-TV,0.1,20,1,15.7516,0.214341,0.1
16,s4_16_microtexture,RQL,0.1,20,2,15.7389,0.217724,0.11
16,s4_16_microtexture,EXACT-TV,0.1,20,2,15.7591,0.217199,0.13
16,s4_16_microtexture,RQL,0.1,100,0,15.7672,0.485495,0.1
16,s4_16_microtexture,EXACT-TV,0.1,100,0,15.7673,0.48526,0.17
16,s4_16_microtexture,RQL,0.1,100,1,15.7303,0.479107,0.1
16,s4_16_microtexture,EXACT-TV,0.1,100,1,15.7301,0.478874,0.12
16,s4_16_microtexture,RQL,0.1,100,2,15.7455,0.485495,0.09
16,s4_16_microtexture,EXACT-TV,0.1,100,2,15.7459,0.48526,0.13
16,s4_16_microtexture,RQL,0.1,500,0,15.7463,1.084995,0.12
16,s4_16_microtexture,EXACT-TV,0.1,500,0,15.7463,1.08489,0.18
16,s4_16_microtexture,RQL,0.1,500,1,15.7624,1.070718,0.09
16,s4_16_microtexture,EXACT-TV,0.1,500,1,15.7625,1.070614,0.19
16,s4_16_microtexture,RQL,0.1,500,2,15.7589,1.084995,0.1
16,s4_16_microtexture,EXACT-TV,0.1,500,2,15.7589,1.08489,0.23
16,s4_16_microtexture,RQL,0.1,2000,0,15.7519,2.169763,0.19
16,s4_16_microtexture,EXACT-TV,0.1,2000,0,15.7519,2.16971,0.32
16,s4_16_microtexture,RQL,0.1,2000,1,15.9055,2.141212,0.14
16,s4_16_microtexture,EXACT-TV,0.1,2000,1,15.9054,2.14116,0.28
16,s4_16_microtexture,RQL,0.1,2000,2,15.745,2.169763,0.18
16,s4_16_microtexture,EXACT-TV,0.1,2000,2,15.745,2.16971,0.26
16,s4_16_microtexture,RQL,0.3,20,0,15.7486,0.348878,0.07
16,s4_16_microtexture,EXACT-TV,0.3,20,0,15.7516,0.346477,0.14
16,s4_16_microtexture,RQL,0.3,20,1,15.7455,0.344287,0.07
16,s4_16_microtexture,EXACT-TV,0.3,20,1,15.7393,0.341918,0.12
16,s4_16_microtexture,RQL,0.3,20,2,15.3853,0.348878,0.09
16,s4_16_microtexture,EXACT-TV,0.3,20,2,15.365,0.346477,0.12
16,s4_16_microtexture,RQL,0.3,100,0,15.7492,0.774411,0.09
16,s4_16_microtexture,EXACT-TV,0.3,100,0,15.7505,0.773329,0.12
16,s4_16_microtexture,RQL,0.3,100,1,15.7572,0.764221,0.08
16,s4_16_microtexture,EXACT-TV,0.3,100,1,15.7545,0.763153,0.12
16,s4_16_microtexture,RQL,0.3,100,2,15.7602,0.774411,0.08
16,s4_16_microtexture,EXACT-TV,0.3,100,2,15.7599,0.773329,0.13
16,s4_16_microtexture,RQL,0.3,500,0,15.7554,1.729074,0.11
16,s4_16_microtexture,EXACT-TV,0.3,500,0,15.7554,1.728589,0.23
16,s4_16_microtexture,RQL,0.3,500,1,15.8932,1.706322,0.09
16,s4_16_microtexture,EXACT-TV,0.3,500,1,15.8932,1.705844,0.2
16,s4_16_microtexture,RQL,0.3,500,2,15.9379,1.729074,0.11
16,s4_16_microtexture,EXACT-TV,0.3,500,2,15.9379,1.728589,0.17
16,s4_16_microtexture,RQL,0.3,2000,0,15.7823,3.457186,0.17
16,s4_16_microtexture,EXACT-TV,0.3,2000,0,15.7823,3.456943,0.31
16,s4_16_microtexture,RQL,0.3,2000,1,15.7789,3.411694,0.14
16,s4_16_microtexture,EXACT-TV,0.3,2000,1,15.7631,3.411455,0.32
16,s4_16_microtexture,RQL,0.3,2000,2,15.7748,3.457186,0.18
16,s4_16_microtexture,EXACT-TV,0.3,2000,2,15.7679,3.456943,0.31
16,s4_16_microtexture,RQL,0.6,20,0,15.7587,0.447756,0.11
16,s4_16_microtexture,EXACT-TV,0.6,20,0,15.755,0.44182,0.16
16,s4_16_microtexture,RQL,0.6,20,1,15.6971,0.441864,0.08
16,s4_16_microtexture,EXACT-TV,0.6,20,1,15.722,0.436007,0.16
16,s4_16_microtexture,RQL,0.6,20,2,15.7544,0.447756,0.08
16,s4_16_microtexture,EXACT-TV,0.6,20,2,15.7415,0.44182,0.15
16,s4_16_microtexture,RQL,0.6,100,0,15.7525,0.988549,0.09
16,s4_16_microtexture,EXACT-TV,0.6,100,0,15.7567,0.985861,0.19
16,s4_16_microtexture,RQL,0.6,100,1,15.7516,0.975541,0.14
16,s4_16_microtexture,EXACT-TV,0.6,100,1,15.7545,0.972888,0.34
16,s4_16_microtexture,RQL,0.6,100,2,15.7675,0.988549,0.1
16,s4_16_microtexture,EXACT-TV,0.6,100,2,15.7671,0.985861,0.26
16,s4_16_microtexture,RQL,0.6,500,0,15.7707,2.204757,0.18
16,s4_16_microtexture,EXACT-TV,0.6,500,0,15.7612,2.203551,0.28
16,s4_16_microtexture,RQL,0.6,500,1,15.7405,2.175745,0.13
16,s4_16_microtexture,EXACT-TV,0.6,500,1,15.752,2.174556,0.28
16,s4_16_microtexture,RQL,0.6,500,2,15.7742,2.204757,0.15
16,s4_16_microtexture,EXACT-TV,0.6,500,2,15.7988,2.203551,0.24
16,s4_16_microtexture,RQL,0.6,2000,0,15.9209,4.40737,0.21
16,s4_16_microtexture,EXACT-TV,0.6,2000,0,15.8472,4.406767,0.4
16,s4_16_microtexture,RQL,0.6,2000,1,15.9031,4.349376,0.16
16,s4_16_microtexture,EXACT-TV,0.6,2000,1,15.9031,4.348781,0.32
16,s4_16_microtexture,RQL,0.6,2000,2,16.0233,4.40737,0.18
16,s4_16_microtexture,EXACT-TV,0.6,2000,2,15.8385,4.406767,0.41
16,s4_16_microtexture,RQL,1.0,20,0,15.7274,0.520885,0.09
16,s4_16_microtexture,EXACT-TV,1.0,20,0,15.7555,0.509497,0.19
16,s4_16_microtexture,RQL,1.0,20,1,15.7454,0.514031,0.11
16,s4_16_microtexture,EXACT-TV,1.0,20,1,15.7432,0.502793,0.16
16,s4_16_microtexture,RQL,1.0,20,2,15.7009,0.520885,0.08
16,s4_16_microtexture,EXACT-TV,1.0,20,2,15.7354,0.509497,0.16
16,s4_16_microtexture,RQL,1.0,100,0,15.936,1.143232,0.12
16,s4_16_microtexture,EXACT-TV,1.0,100,0,15.7486,1.138042,0.21
16,s4_16_microtexture,RQL,1.0,100,1,15.7638,1.128189,0.12
16,s4_16_microtexture,EXACT-TV,1.0,100,1,15.7439,1.123068,0.2
16,s4_16_microtexture,RQL,1.0,100,2,15.7228,1.143232,0.12
16,s4_16_microtexture,EXACT-TV,1.0,100,2,15.734,1.138042,0.26
16,s4_16_microtexture,RQL,1.0,500,0,15.8416,2.546621,0.13
16,s4_16_microtexture,EXACT-TV,1.0,500,0,15.7722,2.544291,0.27
16,s4_16_microtexture,RQL,1.0,500,1,15.7654,2.513111,0.15
16,s4_16_microtexture,EXACT-TV,1.0,500,1,15.7388,2.510812,0.24
16,s4_16_microtexture,RQL,1.0,500,2,15.7537,2.546621,0.23
16,s4_16_microtexture,EXACT-TV,1.0,500,2,15.7537,2.544291,0.3
16,s4_16_microtexture,RQL,1.0,2000,0,16.0049,5.089586,0.17
16,s4_16_microtexture,EXACT-TV,1.0,2000,0,15.8929,5.088421,0.35
16,s4_16_microtexture,RQL,1.0,2000,1,16.1249,5.022615,0.18
16,s4_16_microtexture,EXACT-TV,1.0,2000,1,16.0217,5.021465,0.49
16,s4_16_microtexture,RQL,1.0,2000,2,16.077,5.089586,0.2
16,s4_16_microtexture,EXACT-TV,1.0,2000,2,15.807,5.088421,0.53
16,s4_16_microtexture,RQL,2.0,20,0,15.6727,0.611546,0.09
16,s4_16_microtexture,EXACT-TV,2.0,20,0,15.7494,0.583347,0.18
16,s4_16_microtexture,RQL,2.0,20,1,15.6562,0.603499,0.1
16,s4_16_microtexture,EXACT-TV,2.0,20,1,15.7517,0.575671,0.16
16,s4_16_microtexture,RQL,2.0,20,2,15.7364,0.611546,0.07
16,s4_16_microtexture,EXACT-TV,2.0,20,2,15.7478,0.583347,0.14
16,s4_16_microtexture,RQL,2.0,100,0,15.7422,1.324714,0.11
16,s4_16_microtexture,EXACT-TV,2.0,100,0,15.7525,1.311685,0.2
16,s4_16_microtexture,RQL,2.0,100,1,15.7516,1.307283,0.13
16,s4_16_microtexture,EXACT-TV,2.0,100,1,15.7543,1.294425,0.15
16,s4_16_microtexture,RQL,2.0,100,2,15.7565,1.324714,0.11
16,s4_16_microtexture,EXACT-TV,2.0,100,2,15.7554,1.311685,0.19
16,s4_16_microtexture,RQL,2.0,500,0,15.8361,2.942663,0.16
16,s4_16_microtexture,EXACT-TV,2.0,500,0,15.7974,2.936797,0.47
16,s4_16_microtexture,RQL,2.0,500,1,15.7581,2.903942,0.13
16,s4_16_microtexture,EXACT-TV,2.0,500,1,15.7781,2.898153,0.25
16,s4_16_microtexture,RQL,2.0,500,2,15.7566,2.942663,0.13
16,s4_16_microtexture,EXACT-TV,2.0,500,2,15.7564,2.936797,0.34
16,s4_16_microtexture,RQL,2.0,2000,0,16.0053,5.877988,0.15
16,s4_16_microtexture,EXACT-TV,2.0,2000,0,15.9451,5.875052,0.3
16,s4_16_microtexture,RQL,2.0,2000,1,16.0782,5.800643,0.17
16,s4_16_microtexture,EXACT-TV,2.0,2000,1,15.9167,5.797745,0.33
16,s4_16_microtexture,RQL,2.0,2000,2,15.992,5.877988,0.17
16,s4_16_microtexture,EXACT-TV,2.0,2000,2,15.9007,5.875052,0.36
16,s4_16_spokes,RQL,0.03,20,0,10.3407,0.122945,0.05
16,s4_16_spokes,EXACT-TV,0.03,20,0,10.3408,0.122854,0.07
16,s4_16_spokes,RQL,0.03,20,1,10.3853,0.121328,0.06
16,s4_16_spokes,EXACT-TV,0.03,20,1,10.3858,0.121238,0.11
16,s4_16_spokes,RQL,0.03,20,2,10.3405,0.122945,0.06
16,s4_16_spokes,EXACT-TV,0.03,20,2,10.3518,0.122854,0.15
16,s4_16_spokes,RQL,0.03,100,0,10.3421,0.274673,0.1
16,s4_16_spokes,EXACT-TV,0.03,100,0,10.3422,0.274632,0.16
16,s4_16_spokes,RQL,0.03,100,1,10.3099,0.271059,0.08
16,s4_16_spokes,EXACT-TV,0.03,100,1,10.31,0.271018,0.17
16,s4_16_spokes,RQL,0.03,100,2,10.3353,0.274673,0.09
16,s4_16_spokes,EXACT-TV,0.03,100,2,10.3354,0.274632,0.18
16,s4_16_spokes,RQL,0.03,500,0,10.3339,0.614079,0.14
16,s4_16_spokes,EXACT-TV,0.03,500,0,10.3339,0.614061,0.26
16,s4_16_spokes,RQL,0.03,500,1,10.3429,0.605999,0.11
16,s4_16_spokes,EXACT-TV,0.03,500,1,10.343,0.605981,0.15
16,s4_16_spokes,RQL,0.03,500,2,10.3169,0.614079,0.09
16,s4_16_spokes,EXACT-TV,0.03,500,2,10.3169,0.614061,0.16
16,s4_16_spokes,RQL,0.03,2000,0,11.387,1.228118,0.12
16,s4_16_spokes,EXACT-TV,0.03,2000,0,11.387,1.228109,0.2
16,s4_16_spokes,RQL,0.03,2000,1,10.6258,1.211958,0.12
16,s4_16_spokes,EXACT-TV,0.03,2000,1,10.4036,1.211949,0.32
16,s4_16_spokes,RQL,0.03,2000,2,10.4198,1.228118,0.14
16,s4_16_spokes,EXACT-TV,0.03,2000,2,10.3518,1.228109,0.36
16,s4_16_spokes,RQL,0.1,20,0,10.3572,0.217724,0.12
16,s4_16_spokes,EXACT-TV,0.1,20,0,10.3616,0.217199,0.17
16,s4_16_spokes,RQL,0.1,20,1,10.3521,0.214859,0.09
16,s4_16_spokes,EXACT-TV,0.1,20,1,10.341,0.214341,0.12
16,s4_16_spokes,RQL,0.1,20,2,10.3644,0.217724,0.1
16,s4_16_spokes,EXACT-TV,0.1,20,2,10.3703,0.217199,0.17
16,s4_16_spokes,RQL,0.1,100,0,10.4392,0.485495,0.1
16,s4_16_spokes,EXACT-TV,0.1,100,0,10.4383,0.48526,0.15
16,s4_16_spokes,RQL,0.1,100,1,10.3233,0.479107,0.1
16,s4_16_spokes,EXACT-TV,0.1,100,1,10.3237,0.478874,0.21
16,s4_16_spokes,RQL,0.1,100,2,10.3359,0.485495,0.09
16,s4_16_spokes,EXACT-TV,0.1,100,2,10.3821,0.48526,0.17
16,s4_16_spokes,RQL,0.1,500,0,10.7869,1.084995,0.14
16,s4_16_spokes,EXACT-TV,0.1,500,0,10.4876,1.08489,0.37
16,s4_16_spokes,RQL,0.1,500,1,10.8736,1.070718,0.11
16,s4_16_spokes,EXACT-TV,0.1,500,1,10.8712,1.070614,0.14
16,s4_16_spokes,RQL,0.1,500,2,10.4996,1.084995,0.15
16,s4_16_spokes,EXACT-TV,0.1,500,2,10.477,1.08489,0.26
16,s4_16_spokes,RQL,0.1,2000,0,12.1816,2.169763,0.14
16,s4_16_spokes,EXACT-TV,0.1,2000,0,12.1816,2.16971,0.28
16,s4_16_spokes,RQL,0.1,2000,1,12.0627,2.141212,0.21
16,s4_16_spokes,EXACT-TV,0.1,2000,1,11.8722,2.14116,0.52
16,s4_16_spokes,RQL,0.1,2000,2,12.6193,2.169763,0.15
16,s4_16_spokes,EXACT-TV,0.1,2000,2,12.59,2.16971,0.33
16,s4_16_spokes,RQL,0.3,20,0,10.3423,0.348878,0.1
16,s4_16_spokes,EXACT-TV,0.3,20,0,10.3367,0.346477,0.16
16,s4_16_spokes,RQL,0.3,20,1,10.3353,0.344287,0.12
16,s4_16_spokes,EXACT-TV,0.3,20,1,10.3399,0.341918,0.19
16,s4_16_spokes,RQL,0.3,20,2,10.8594,0.348878,0.13
16,s4_16_spokes,EXACT-TV,0.3,20,2,10.87,0.346477,0.21
16,s4_16_spokes,RQL,0.3,100,0,10.346,0.774411,0.2
16,s4_16_spokes,EXACT-TV,0.3,100,0,10.3508,0.773329,0.42
16,s4_16_spokes,RQL,0.3,100,1,10.3463,0.764221,0.14
16,s4_16_spokes,EXACT-TV,0.3,100,1,10.3463,0.763153,0.24
16,s4_16_spokes,RQL,0.3,100,2,10.345,0.774411,0.2
16,s4_16_spokes,EXACT-TV,0.3,100,2,10.3409,0.773329,0.29
16,s4_16_spokes,RQL,0.3,500,0,11.7096,1.729074,0.2
16,s4_16_spokes,EXACT-TV,0.3,500,0,11.4769,1.728589,0.48
16,s4_16_spokes,RQL,0.3,500,1,12.031,1.706322,0.16
16,s4_16_spokes,EXACT-TV,0.3,500,1,12.0308,1.705844,0.28
16,s4_16_spokes,RQL,0.3,500,2,11.7417,1.729074,0.18
16,s4_16_spokes,EXACT-TV,0.3,500,2,11.6948,1.728589,0.53
16,s4_16_spokes,RQL,0.3,2000,0,13.1869,3.457186,0.39
16,s4_16_spokes,EXACT-TV,0.3,2000,0,13.1868,3.456943,0.69
16,s4_16_spokes,RQL,0.3,2000,1,12.7215,3.411694,0.54
16,s4_16_spokes,EXACT-TV,0.3,2000,1,12.7213,3.411455,0.71
16,s4_16_spokes,RQL,0.3,2000,2,13.2518,3.457186,0.23
16,s4_16_spokes,EXACT-TV,0.3,2000,2,13.3445,3.456943,0.59
16,s4_16_spokes,RQL,0.6,20,0,10.3414,0.447756,0.29
16,s4_16_spokes,EXACT-TV,0.6,20,0,10.348,0.44182,0.3
16,s4_16_spokes,RQL,0.6,20,1,10.3286,0.441864,0.3
16,s4_16_spokes,EXACT-TV,0.6,20,1,10.3357,0.436007,0.44
16,s4_16_spokes,RQL,0.6,20,2,10.3436,0.447756,0.35
16,s4_16_spokes,EXACT-TV,0.6,20,2,10.3472,0.44182,0.33
16,s4_16_spokes,RQL,0.6,100,0,11.4051,0.988549,0.13
16,s4_16_spokes,EXACT-TV,0.6,100,0,10.3505,0.985861,0.84
16,s4_16_spokes,RQL,0.6,100,1,10.3565,0.975541,0.24
16,s4_16_spokes,EXACT-TV,0.6,100,1,10.7595,0.972888,0.53
16,s4_16_spokes,RQL,0.6,100,2,10.3446,0.988549,0.38
16,s4_16_spokes,EXACT-TV,0.6,100,2,10.3445,0.985861,0.82
16,s4_16_spokes,RQL,0.6,500,0,12.2051,2.204757,0.57
16,s4_16_spokes,EXACT-TV,0.6,500,0,12.2037,2.203551,0.93
16,s4_16_spokes,RQL,0.6,500,1,12.1414,2.175745,0.59
16,s4_16_spokes,EXACT-TV,0.6,500,1,12.0067,2.174556,1.33
16,s4_16_spokes,RQL,0.6,500,2,12.1943,2.204757,0.3
16,s4_16_spokes,EXACT-TV,0.6,500,2,12.1938,2.203551,0.6
16,s4_16_spokes,RQL,0.6,2000,0,13.5433,4.40737,0.51
16,s4_16_spokes,EXACT-TV,0.6,2000,0,13.5428,4.406767,0.92
16,s4_16_spokes,RQL,0.6,2000,1,13.2196,4.349376,0.48
16,s4_16_spokes,EXACT-TV,0.6,2000,1,13.3377,4.348781,1.21
16,s4_16_spokes,RQL,0.6,2000,2,14.2074,4.40737,0.62
16,s4_16_spokes,EXACT-TV,0.6,2000,2,14.2214,4.406767,1.2
16,s4_16_spokes,RQL,1.0,20,0,10.3529,0.520885,0.37
16,s4_16_spokes,EXACT-TV,1.0,20,0,10.3688,0.509497,0.54
16,s4_16_spokes,RQL,1.0,20,1,10.3477,0.514031,0.34
16,s4_16_spokes,EXACT-TV,1.0,20,1,10.3733,0.502793,0.53
16,s4_16_spokes,RQL,1.0,20,2,10.34,0.520885,0.2
16,s4_16_spokes,EXACT-TV,1.0,20,2,10.3606,0.509497,0.28
16,s4_16_spokes,RQL,1.0,100,0,11.2515,1.143232,0.47
16,s4_16_spokes,EXACT-TV,1.0,100,0,11.2413,1.138042,0.7
16,s4_16_spokes,RQL,1.0,100,1,11.4525,1.128189,0.23
16,s4_16_spokes,EXACT-TV,1.0,100,1,10.3468,1.123068,0.8
16,s4_16_spokes,RQL,1.0,100,2,11.1405,1.143232,0.33
16,s4_16_spokes,EXACT-TV,1.0,100,2,11.1572,1.138042,0.51
16,s4_16_spokes,RQL,1.0,500,0,12.5932,2.546621,0.17
16,s4_16_spokes,EXACT-TV,1.0,500,0,12.5716,2.544291,0.37
16,s4_16_spokes,RQL,1.0,500,1,12.1111,2.513111,0.17
16,s4_16_spokes,EXACT-TV,1.0,500,1,12.0328,2.510812,0.36
16,s4_16_spokes,RQL,1.0,500,2,12.897,2.546621,0.15
16,s4_16_spokes,EXACT-TV,1.0,500,2,12.8954,2.544291,0.23
16,s4_16_spokes,RQL,1.0,2000,0,13.688,5.089586,0.21
16,s4_16_spokes,EXACT-TV,1.0,2000,0,13.7074,5.088421,0.66
16,s4_16_spokes,RQL,1.0,2000,1,13.7149,5.022615,0.2
16,s4_16_spokes,EXACT-TV,1.0,2000,1,13.87,5.021465,0.39
16,s4_16_spokes,RQL,1.0,2000,2,13.9255,5.089586,0.2
16,s4_16_spokes,EXACT-TV,1.0,2000,2,13.9936,5.088421,0.4
16,s4_16_spokes,RQL,2.0,20,0,10.3396,0.611546,0.12
16,s4_16_spokes,EXACT-TV,2.0,20,0,10.3529,0.583347,0.2
16,s4_16_spokes,RQL,2.0,20,1,10.3399,0.603499,0.11
16,s4_16_spokes,EXACT-TV,2.0,20,1,10.3655,0.575671,0.22
16,s4_16_spokes,RQL,2.0,20,2,10.3311,0.611546,0.08
16,s4_16_spokes,EXACT-TV,2.0,20,2,10.3445,0.583347,0.2
16,s4_16_spokes,RQL,2.0,100,0,11.5106,1.324714,0.17
16,s4_16_spokes,EXACT-TV,2.0,100,0,11.4511,1.311685,0.31
16,s4_16_spokes,RQL,2.0,100,1,10.9115,1.307283,0.18
16,s4_16_spokes,EXACT-TV,2.0,100,1,10.7362,1.294425,0.32
16,s4_16_spokes,RQL,2.0,100,2,11.517,1.324714,0.1
16,s4_16_spokes,EXACT-TV,2.0,100,2,10.5786,1.311685,0.32
16,s4_16_spokes,RQL,2.0,500,0,13.072,2.942663,0.11
16,s4_16_spokes,EXACT-TV,2.0,500,0,13.0592,2.936797,0.21
16,s4_16_spokes,RQL,2.0,500,1,12.6117,2.903942,0.16
16,s4_16_spokes,EXACT-TV,2.0,500,1,12.6852,2.898153,0.35
16,s4_16_spokes,RQL,2.0,500,2,12.7913,2.942663,0.14
16,s4_16_spokes,EXACT-TV,2.0,500,2,13.2631,2.936797,0.37
16,s4_16_spokes,RQL,2.0,2000,0,14.0725,5.877988,0.18
16,s4_16_spokes,EXACT-TV,2.0,2000,0,13.9816,5.875052,0.41
16,s4_16_spokes,RQL,2.0,2000,1,14.1833,5.800643,0.22
16,s4_16_spokes,EXACT-TV,2.0,2000,1,14.308,5.797745,0.35
16,s4_16_spokes,RQL,2.0,2000,2,14.6601,5.877988,0.2
16,s4_16_spokes,EXACT-TV,2.0,2000,2,14.7283,5.875052,0.35
